Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
11286643,Male,Yes,0,Graduate,No,6133,3906.0,324.0,360.0,1.0,Urban,Y
87031056,Male,Yes,2,Graduate,No,6700,1750.0,230.0,300.0,1.0,Semiurban,Y
51869822,Male,No,0,Not Graduate,Yes,2583,2167.0,104.0,360.0,1.0,Rural,Y
16200646,Female,Yes,1,Graduate,No,4666,0.0,135.0,360.0,1.0,Urban,Y
84092760,Male,Yes,3+,Graduate,No,3430,1250.0,128.0,360.0,0.0,Semiurban,N
24509187,Male,No,0,Graduate,Yes,6950,0.0,175.0,180.0,1.0,Semiurban,Y
37780899,Male,Yes,0,Not Graduate,No,2333,1516.0,95.0,360.0,1.0,Urban,Y
15409861,Male,Yes,1,Graduate,Yes,7787,0.0,240.0,360.0,1.0,Urban,Y
98825083,Male,No,0,Graduate,No,4683,1915.0,185.0,360.0,1.0,Semiurban,N
65478034,Male,No,0,Graduate,No,2935,0.0,98.0,360.0,1.0,Semiurban,Y
22831595,Male,Yes,2,Graduate,No,3800,3600.0,216.0,360.0,0.0,Urban,N
85524262,Male,Yes,3+,Graduate,No,4333,1811.0,160.0,360.0,0.0,Urban,Y
87189210,Female,Yes,1,Graduate,Yes,11500,0.0,286.0,360.0,0.0,Urban,N
10448345,Male,Yes,3+,Not Graduate,Yes,5703,0.0,130.0,360.0,1.0,Rural,Y
86246546,Female,Yes,0,Graduate,No,2330,4486.0,100.0,360.0,1.0,Semiurban,Y
84936358,Male,Yes,2,Graduate,No,3073,8106.0,200.0,360.0,1.0,Urban,Y
25814828,Male,Yes,1,Graduate,Yes,1000,3022.0,110.0,360.0,1.0,Urban,N
58763532,Male,No,0,Graduate,No,4843,3806.0,151.0,360.0,1.0,Semiurban,Y
